Gene stable ID	Gene stable ID version	Gene name	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name
ENSG00000281089	ENSG00000281089.3	ATG16L1	155389	241012	HG2232_PATCH
ENSG00000281894	ENSG00000281894.3	ZKSCAN7	80547	119527	HG2066_PATCH
ENSG00000280661	ENSG00000280661.2	ZNF660	103577	125048	HG2066_PATCH
ENSG00000281709	ENSG00000281709.3	ZNF197	110242	173825	HG2066_PATCH
ENSG00000281306	ENSG00000281306.3	ZNF35	174086	186145	HG2066_PATCH
ENSG00000281448	ENSG00000281448.3	ZNF502	237993	249181	HG2066_PATCH
ENSG00000281661	ENSG00000281661.3	ZNF501	254946	262433	HG2066_PATCH
ENSG00000281665	ENSG00000281665.2	KIAA1143	263011	286969	HG2066_PATCH
ENSG00000280610	ENSG00000280610.3	KIF15	287071	398726	HG2066_PATCH
ENSG00000285383	ENSG00000285383.2	LRTM2	162411	178897	HG1815_PATCH
ENSG00000288503	ENSG00000288503.1	DDX51	43623	51348	HG2246_HG2248_HG2276_PATCH
ENSG00000284850	ENSG00000284850.2	DCP1B	288197	346679	HG1815_PATCH
ENSG00000281857	ENSG00000281857.3	SAG	253154	292393	HG2232_PATCH
ENSG00000288146	ENSG00000288146.1	NOC4L	51486	59502	HG2246_HG2248_HG2276_PATCH
ENSG00000280975	ENSG00000280975.3	CENATAC	19738	37393	HG2217_PATCH
ENSG00000285479	ENSG00000285479.3	CACNA1C	312916	1046066	HG1815_PATCH
ENSG00000288490	ENSG00000288490.1	GALNT9	103401	235949	HG2246_HG2248_HG2276_PATCH
ENSG00000280831	ENSG00000280831.3	RPS25	37312	40291	HG2217_PATCH
ENSG00000280495	ENSG00000280495.5	TRAPPC4	40363	47054	HG2217_PATCH
ENSG00000280516	ENSG00000280516.4	TMEM42	387254	391020	HG2066_PATCH
ENSG00000281886	ENSG00000281886.3	TGM4	399958	440340	HG2066_PATCH
ENSG00000280682	ENSG00000280682.3	HYOU1	65787	78826	HG2217_PATCH
ENSG00000281626	ENSG00000281626.7	ZNF852	17234	35971	HG2066_PATCH
ENSG00000281178	ENSG00000281178.4	MLXIP	21012	85373	HG2247_PATCH
ENSG00000285395	ENSG00000285395.3	XYLT1	103030	472459	HG2263_PATCH
ENSG00000284068	ENSG00000284068.1	KPNA7	81203	115135	HG2088_PATCH
ENSG00000291554	ENSG00000291554.1	RTP1	7165	11141	HG2264_PATCH
ENSG00000291555	ENSG00000291555.1	RTP4	178064	181755	HG2264_PATCH
ENSG00000291559	ENSG00000291559.1	MASP1	26961	101659	HG2264_PATCH
ENSG00000280616	ENSG00000280616.4	VPS11	89291	103577	HG2217_PATCH
ENSG00000281459	ENSG00000281459.3	PADI1	47642	88521	HG2095_PATCH
ENSG00000280549	ENSG00000280549.1	PADI3	91612	126747	HG2095_PATCH
ENSG00000283847	ENSG00000283847.2	HBP1	14483	48044	HG2266_PATCH
ENSG00000280908	ENSG00000280908.2	PADI4	153419	209227	HG2095_PATCH
ENSG00000291574	ENSG00000291574.1	TMEM131	682364	921979	HG2275_PATCH
ENSG00000281500	ENSG00000281500.5	SLC37A4	45351	52488	HG2217_PATCH
ENSG00000291581	ENSG00000291581.1	FAHD2B	58281	69580	HG2275_PATCH
ENSG00000154646	ENSG00000154646.9	TMPRSS15	18269116	18485879	21
ENSG00000291582	ENSG00000291582.1	ANKRD36	87851	239219	HG2275_PATCH
ENSG00000280949	ENSG00000280949.1	PADI6	217419	246922	HG2095_PATCH
ENSG00000281540	ENSG00000281540.3	RCC2	251983	284900	HG2095_PATCH
ENSG00000291596	ENSG00000291596.1	COX5B	572093	574414	HG2275_PATCH
ENSG00000291597	ENSG00000291597.1	ACTR1B	581970	590075	HG2275_PATCH
ENSG00000284369	ENSG00000284369.3	COG5	47077	410169	HG2266_PATCH
ENSG00000291598	ENSG00000291598.1	C2orf92	590248	629097	HG2275_PATCH
ENSG00000232263	ENSG00000232263.1	KRTAP25-1	30289145	30289514	21
ENSG00000156282	ENSG00000156282.5	CLDN17	30165565	30166805	21
ENSG00000188694	ENSG00000188694.6	KRTAP24-1	30281309	30282950	21
ENSG00000291600	ENSG00000291600.1	ANKRD36B	418694	515908	HG2275_PATCH
ENSG00000154654	ENSG00000154654.15	NCAM2	20998409	21543329	21
ENSG00000291603	ENSG00000291603.1	ZAP70	639607	665893	HG2275_PATCH
ENSG00000283812	ENSG00000283812.2	GPR22	315665	321332	HG2266_PATCH
ENSG00000284103	ENSG00000284103.2	DUS4L	409139	424178	HG2266_PATCH
ENSG00000291560	ENSG00000291560.1	PCP4	3435	65394	HG2265_PATCH
ENSG00000291561	ENSG00000291561.1	DSCAM	150307	986812	HG2265_PATCH
ENSG00000281917	ENSG00000281917.4	SLC16A1	2426	47592	HG2104_PATCH
ENSG00000156284	ENSG00000156284.6	CLDN8	30214006	30216097	21
ENSG00000159256	ENSG00000159256.13	MORC3	36320189	36386148	21
ENSG00000283852	ENSG00000283852.4	BCAP29	426428	464015	HG2266_PATCH
ENSG00000154645	ENSG00000154645.14	CHODL	17901263	18267373	21
ENSG00000283059	ENSG00000283059.3	KLLN	77778	78311	HG2334_PATCH
ENSG00000291606	ENSG00000291606.1	ADAMTSL3	259882	645636	HG2280_PATCH
ENSG00000284792	ENSG00000284792.2	PTEN	78462	183684	HG2334_PATCH
ENSG00000291608	ENSG00000291608.1	SH3GL3	53022	224537	HG2280_PATCH
ENSG00000249209	ENSG00000249209.2		33584687	33931607	21
ENSG00000291625	ENSG00000291625.1	ZSCAN2	1092832	1119642	HG2280_PATCH
ENSG00000291629	ENSG00000291629.1	WDR73	1131131	1146189	HG2280_PATCH
ENSG00000291631	ENSG00000291631.1	NMB	1146975	1150409	HG2280_PATCH
ENSG00000159228	ENSG00000159228.13	CBR1	36069941	36073166	21
ENSG00000265590	ENSG00000265590.10	CFAP298-TCP10L	32402511	32612865	21
ENSG00000159263	ENSG00000159263.16	SIM2	36699115	36749917	21
ENSG00000183145	ENSG00000183145.9	RIPPLY3	37006150	37019662	21
ENSG00000291729	ENSG00000291729.1	RNF139	9469	23568	HG2408_PATCH
ENSG00000160208	ENSG00000160208.13	RRP1B	43659560	43696079	21
ENSG00000291730	ENSG00000291730.1	TATDN1	23435	74408	HG2408_PATCH
ENSG00000283302	ENSG00000283302.3	C13orf46	16730	37102	HG2288_HG2289_PATCH
ENSG00000280477	ENSG00000280477.2	RASA3	40809	191714	HG2288_HG2289_PATCH
ENSG00000160216	ENSG00000160216.21	AGPAT3	43865223	43987592	21
ENSG00000288194	ENSG00000288194.1	OR4M2	1309218	1310156	HG2365_PATCH
ENSG00000288501	ENSG00000288501.1	OR4N4	1323146	1324093	HG2365_PATCH
ENSG00000288347	ENSG00000288347.1	POTEB	3023934	3054785	HG2365_PATCH
ENSG00000288478	ENSG00000288478.1	NIPA1	3680689	3718280	HG2365_PATCH
ENSG00000288461	ENSG00000288461.1	CYFIP1	3764107	3841375	HG2365_PATCH
ENSG00000288214	ENSG00000288214.1	GOLGA6L1	4023536	4031349	HG2365_PATCH
ENSG00000288344	ENSG00000288344.1	GOLGA8DP	4052227	4062511	HG2365_PATCH
ENSG00000274391	ENSG00000274391.5	TPTE	10521553	10606140	21
ENSG00000288440	ENSG00000288440.1		4275401	4283241	HG2365_PATCH
ENSG00000288517	ENSG00000288517.1	GOLGA6L2	4384966	4393338	HG2365_PATCH
ENSG00000288188	ENSG00000288188.1	MAGEL2	4591460	4595206	HG2365_PATCH
ENSG00000288364	ENSG00000288364.1	NDN	4634304	4635027	HG2365_PATCH
ENSG00000288375	ENSG00000288375.1		189414	189847	HG2365_PATCH
ENSG00000288429	ENSG00000288429.1		212409	212868	HG2365_PATCH
ENSG00000288133	ENSG00000288133.1		237492	238937	HG2365_PATCH
ENSG00000283864	ENSG00000283864.2		234160	235824	HG2291_PATCH
ENSG00000288270	ENSG00000288270.1		347567	348453	HG2365_PATCH
ENSG00000288137	ENSG00000288137.1		546090	546362	HG2365_PATCH
ENSG00000288280	ENSG00000288280.1		556638	557528	HG2365_PATCH
ENSG00000288480	ENSG00000288480.1		694310	695742	HG2365_PATCH
ENSG00000292284	ENSG00000292284.1	GOLGA6L6	773566	783509	HG2365_PATCH
ENSG00000288202	ENSG00000288202.1		814140	814428	HG2365_PATCH
ENSG00000288350	ENSG00000288350.1		868495	868854	HG2365_PATCH
ENSG00000288382	ENSG00000288382.1		966354	967190	HG2365_PATCH
ENSG00000288265	ENSG00000288265.1		1041117	1041794	HG2365_PATCH
ENSG00000288113	ENSG00000288113.2	POTEB2	1080247	1111266	HG2365_PATCH
ENSG00000288164	ENSG00000288164.1		1380893	1381516	HG2365_PATCH
ENSG00000288190	ENSG00000288190.1		1389054	1389489	HG2365_PATCH
ENSG00000288313	ENSG00000288313.1		1406692	1413988	HG2365_PATCH
ENSG00000288345	ENSG00000288345.1		1630995	1631885	HG2365_PATCH
ENSG00000288282	ENSG00000288282.1		1642153	1642425	HG2365_PATCH
ENSG00000288465	ENSG00000288465.1		1957781	1958458	HG2365_PATCH
ENSG00000288142	ENSG00000288142.2	POTEB3	1994634	2029636	HG2365_PATCH
ENSG00000288469	ENSG00000288469.2	OR4M2B	2227072	2228155	HG2365_PATCH
ENSG00000288193	ENSG00000288193.2	OR4N4C	2241003	2242127	HG2365_PATCH
ENSG00000288165	ENSG00000288165.1		2306967	2307402	HG2365_PATCH
ENSG00000288413	ENSG00000288413.1		2331526	2331959	HG2365_PATCH
ENSG00000288483	ENSG00000288483.1		2549496	2550386	HG2365_PATCH
ENSG00000288432	ENSG00000288432.1		2560654	2560926	HG2365_PATCH
ENSG00000288286	ENSG00000288286.1		2764246	2765132	HG2365_PATCH
ENSG00000288419	ENSG00000288419.1		3094546	3095223	HG2365_PATCH
ENSG00000288176	ENSG00000288176.1		3267715	3268074	HG2365_PATCH
ENSG00000288354	ENSG00000288354.1		3322127	3332391	HG2365_PATCH
ENSG00000288423	ENSG00000288423.1		3440677	3442109	HG2365_PATCH
ENSG00000288411	ENSG00000288411.1	SAA1	15086	18803	HG2111_PATCH
ENSG00000283465	ENSG00000283465.4		3501885	3512109	HG2365_PATCH
ENSG00000288241	ENSG00000288241.1		3983189	3985225	HG2365_PATCH
ENSG00000288339	ENSG00000288339.1		4186608	4196895	HG2365_PATCH
ENSG00000285815	ENSG00000285815.1	GET1-SH3BGR	39380332	39515506	21
ENSG00000288173	ENSG00000288173.1		4217715	4225527	HG2365_PATCH
ENSG00000288128	ENSG00000288128.1		4314060	4314338	HG2365_PATCH
ENSG00000288405	ENSG00000288405.1		4513255	4522890	HG2365_PATCH
ENSG00000288445	ENSG00000288445.2	HPS5	27494	71024	HG2111_PATCH
ENSG00000183036	ENSG00000183036.11	PCP4	39867438	39929397	21
ENSG00000171587	ENSG00000171587.15	DSCAM	40010999	40847158	21
ENSG00000291649	ENSG00000291649.1	PCDHA1	21312	247523	HG2308_PATCH
ENSG00000291650	ENSG00000291650.1	PCDHA2	30028	247523	HG2308_PATCH
ENSG00000291651	ENSG00000291651.1	PCDHA3	36204	247523	HG2308_PATCH
ENSG00000291652	ENSG00000291652.1	PCDHA4	42105	247523	HG2308_PATCH
ENSG00000291653	ENSG00000291653.1	PCDHA5	56780	247523	HG2308_PATCH
ENSG00000291654	ENSG00000291654.1	PCDHA6	63134	247523	HG2308_PATCH
ENSG00000291655	ENSG00000291655.1	PCDHA7	69424	247523	HG2308_PATCH
ENSG00000291656	ENSG00000291656.1	PCDHA8	76363	247523	HG2308_PATCH
ENSG00000291657	ENSG00000291657.1	PCDHA9	82948	247523	HG2308_PATCH
ENSG00000291659	ENSG00000291659.1	PCDHA10	91059	247523	HG2308_PATCH
ENSG00000291662	ENSG00000291662.1	PCDHA11	103359	247523	HG2308_PATCH
ENSG00000291663	ENSG00000291663.1	PCDHA12	110478	247523	HG2308_PATCH
ENSG00000291666	ENSG00000291666.1	PCDHA13	117300	247523	HG2308_PATCH
ENSG00000291668	ENSG00000291668.1	PCDHAC2	201646	247523	HG2308_PATCH
ENSG00000183421	ENSG00000183421.12	RIPK4	41739369	41767089	21
ENSG00000291669	ENSG00000291669.1	PCDHB1	286550	294522	HG2308_PATCH
ENSG00000291670	ENSG00000291670.1	PCDHAC1	161475	247523	HG2308_PATCH
ENSG00000291672	ENSG00000291672.1	PCDHB2	329782	333879	HG2308_PATCH
ENSG00000291676	ENSG00000291676.1	PCDHB4	356994	360799	HG2308_PATCH
ENSG00000291677	ENSG00000291677.1	PCDHB5	370382	373791	HG2308_PATCH
ENSG00000291737	ENSG00000291737.1	ZNF558	41113	67257	HG2461_PATCH
ENSG00000291679	ENSG00000291679.1	PCDHB6	385233	388463	HG2308_PATCH
ENSG00000291743	ENSG00000291743.1	MBD3L1	67320	78283	HG2461_PATCH
ENSG00000160181	ENSG00000160181.9	TFF2	42346357	42350997	21
ENSG00000291681	ENSG00000291681.1	PCDHB7	407820	411559	HG2308_PATCH
ENSG00000291682	ENSG00000291682.1	PCDHB8	412966	415715	HG2308_PATCH
ENSG00000291684	ENSG00000291684.1	PCDHB16	417563	421402	HG2308_PATCH
ENSG00000291738	ENSG00000291738.2	MUC16	83783	260177	HG2461_PATCH
ENSG00000291687	ENSG00000291687.1	PCDHB9	422303	426717	HG2308_PATCH
ENSG00000160182	ENSG00000160182.3	TFF1	42362282	42366535	21
ENSG00000291689	ENSG00000291689.1	PCDHB10	427529	430823	HG2308_PATCH
ENSG00000291690	ENSG00000291690.1	PCDHB11	434786	438955	HG2308_PATCH
ENSG00000291691	ENSG00000291691.1	PCDHB12	443873	447747	HG2308_PATCH
ENSG00000288114	ENSG00000288114.1	GTF2H1	71121	115871	HG2111_PATCH
ENSG00000291692	ENSG00000291692.1	PCDHB13	449095	454155	HG2308_PATCH
ENSG00000291693	ENSG00000291693.1	PCDHB14	458519	462935	HG2308_PATCH
ENSG00000160185	ENSG00000160185.15	UBASH3A	42403447	42447684	21
ENSG00000291694	ENSG00000291694.1		458548	481037	HG2308_PATCH
ENSG00000291695	ENSG00000291695.1	PCDHB15	480571	484541	HG2308_PATCH
ENSG00000291674	ENSG00000291674.1	PCDHB3	335649	339003	HG2308_PATCH
ENSG00000288299	ENSG00000288299.1	LDHA	146012	159877	HG2111_PATCH
ENSG00000291745	ENSG00000291745.1	MED10	74048	80745	HG2476_PATCH
ENSG00000291712	ENSG00000291712.1	RNF135	50158	79085	HG2407_PATCH
ENSG00000291747	ENSG00000291747.1	UBE2QL1	152669	200533	HG2476_PATCH
ENSG00000291720	ENSG00000291720.1	OMG	351187	376701	HG2407_PATCH
ENSG00000284774	ENSG00000284774.2	HSF1	22194	45323	HG2419_PATCH
ENSG00000234289	ENSG00000234289.6	H2BC12L	43565182	43565648	21
ENSG00000291721	ENSG00000291721.1	EVI2B	382932	393259	HG2407_PATCH
ENSG00000291722	ENSG00000291722.1		384375	397992	HG2407_PATCH
ENSG00000142182	ENSG00000142182.9	DNMT3L	44246339	44262216	21
ENSG00000160226	ENSG00000160226.16	CFAP410	44328944	44339402	21
ENSG00000285482	ENSG00000285482.2	DGAT1	45187	57513	HG2419_PATCH
ENSG00000291748	ENSG00000291748.1	COL3A1	79333	117706	HG2494_PATCH
ENSG00000215455	ENSG00000215455.4	KRTAP10-1	44538981	44540195	21
ENSG00000205445	ENSG00000205445.3	KRTAP10-2	44550357	44551505	21
ENSG00000212935	ENSG00000212935.2	KRTAP10-3	44557790	44558795	21
ENSG00000241123	ENSG00000241123.1	KRTAP10-5	44579455	44580604	21
ENSG00000188155	ENSG00000188155.11	KRTAP10-6	44591268	44592505	21
ENSG00000272804	ENSG00000272804.3	KRTAP10-7	44600597	44602174	21
ENSG00000187766	ENSG00000187766.1	KRTAP10-8	44612079	44612954	21
ENSG00000221859	ENSG00000221859.2	KRTAP10-10	44637356	44638455	21
ENSG00000243489	ENSG00000243489.4	KRTAP10-11	44646414	44647650	21
ENSG00000212933	ENSG00000212933.1	KRTAP12-4	44654213	44654659	21
ENSG00000205439	ENSG00000205439.10	KRTAP12-3	44657932	44658341	21
ENSG00000221864	ENSG00000221864.4	KRTAP12-2	44666189	44666927	21
ENSG00000187175	ENSG00000187175.5	KRTAP12-1	44681576	44682163	21
ENSG00000184221	ENSG00000184221.13	OLIG1	33070141	33072413	21
ENSG00000166351	ENSG00000166351.11	POTED	13609777	13645823	21
ENSG00000284923	ENSG00000284923.2	SCRT1	61168	67085	HG2419_PATCH
ENSG00000285272	ENSG00000285272.1	TMEM249	82822	85517	HG2419_PATCH
ENSG00000177398	ENSG00000177398.19	UMODL1	42062959	42143453	21
ENSG00000285047	ENSG00000285047.1		83831	86212	HG2419_PATCH
ENSG00000285442	ENSG00000285442.2	FBXL6	86034	89979	HG2419_PATCH
ENSG00000288236	ENSG00000288236.1		129779	134188	HG2509_PATCH
ENSG00000288506	ENSG00000288506.1		256352	260747	HG2509_PATCH
ENSG00000285451	ENSG00000285451.2	ADCK5	103704	123845	HG2419_PATCH
ENSG00000288416	ENSG00000288416.1		149176	153567	HG2511_PATCH
ENSG00000285049	ENSG00000285049.2	CPSF1	123832	139938	HG2419_PATCH
ENSG00000288711	ENSG00000288711.1		34511122	34614913	21
ENSG00000183640	ENSG00000183640.6	KRTAP8-1	30812697	30813274	21
ENSG00000274749	ENSG00000274749.1	KRTAP7-1	30829039	30829759	21
ENSG00000182591	ENSG00000182591.6	KRTAP11-1	30880644	30881580	21
ENSG00000206102	ENSG00000206102.2	KRTAP19-8	31038159	31038476	21
ENSG00000288336	ENSG00000288336.1		90262	92878	HG2499_PATCH
ENSG00000233056	ENSG00000233056.4	ERVH48-1	42916803	42925630	21
ENSG00000288284	ENSG00000288284.1		93946	94960	HG2499_PATCH
ENSG00000188992	ENSG00000188992.12	LIPI	14108813	14210955	21
ENSG00000288513	ENSG00000288513.2	OR4F4	28179	29250	HG2499_PATCH
ENSG00000221837	ENSG00000221837.7	KRTAP10-9	44627093	44628378	21
ENSG00000215454	ENSG00000215454.7	KRTAP10-4	44573729	44575371	21
ENSG00000183067	ENSG00000183067.6	IGSF5	39745183	39802081	21
ENSG00000291761	ENSG00000291761.1	MEF2D	22284	59336	HG2515_PATCH
ENSG00000291754	ENSG00000291754.1	IQGAP3	83962	131161	HG2515_PATCH
ENSG00000160294	ENSG00000160294.11	MCM3AP	46235133	46286297	21
ENSG00000291760	ENSG00000291760.1	TTC24	138280	146276	HG2515_PATCH
ENSG00000273167	ENSG00000273167.1		23979700	24321031	13
ENSG00000291756	ENSG00000291756.1	HAPLN2	177890	184284	HG2515_PATCH
ENSG00000292251	ENSG00000292251.1	GPATCH4	152858	160055	HG2515_PATCH
ENSG00000285243	ENSG00000285243.3	SLC39A4	140345	147498	HG2419_PATCH
ENSG00000284900	ENSG00000284900.2	KBTBD4	23	6802	HG2114_PATCH
ENSG00000204899	ENSG00000204899.6	MZT1	72708367	72727629	13
ENSG00000165837	ENSG00000165837.12	ERICH6B	45534522	45615739	13
ENSG00000284938	ENSG00000284938.4	FAM180B	14519	17020	HG2114_PATCH
ENSG00000284838	ENSG00000284838.2	C1QTNF4	17493	22237	HG2114_PATCH
ENSG00000150361	ENSG00000150361.12	KLHL1	69700594	70108493	13
ENSG00000288259	ENSG00000288259.1		114880	119272	HG2510_PATCH
ENSG00000288147	ENSG00000288147.1		244122	248512	HG2510_PATCH
ENSG00000285501	ENSG00000285501.2	AGBL2	91958	147756	HG2114_PATCH
ENSG00000285339	ENSG00000285339.2	VPS28	154203	159165	HG2419_PATCH
ENSG00000288184	ENSG00000288184.1		195768	196487	HG2525_PATCH
ENSG00000288249	ENSG00000288249.1		264751	265470	HG2525_PATCH
ENSG00000182670	ENSG00000182670.14	TTC3	37073226	37203112	21
ENSG00000150893	ENSG00000150893.11	FREM2	38687077	38887131	13
ENSG00000288285	ENSG00000288285.1		257219	261614	HG2512_PATCH
ENSG00000204918	ENSG00000204918.3	PRR20B	57147488	57150509	13
ENSG00000285182	ENSG00000285182.2	FNBP4	148861	199810	HG2114_PATCH
ENSG00000227151	ENSG00000227151.4	PRR20D	57160632	57163653	13
ENSG00000234278	ENSG00000234278.3	PRR20E	57167197	57170218	13
ENSG00000174015	ENSG00000174015.10	CBY2	45702320	45714559	13
ENSG00000291823	ENSG00000291823.1	TCEAL2	20768	35515	HG2527_PATCH
ENSG00000291824	ENSG00000291824.1	BEX5	48798	51067	HG2527_PATCH
ENSG00000291827	ENSG00000291827.3	TCEAL6	33591	38060	HG2527_PATCH
ENSG00000285121	ENSG00000285121.2	MTCH2	45141	74973	HG2114_PATCH
ENSG00000152192	ENSG00000152192.8	POU4F1	78598362	78603552	13
ENSG00000188811	ENSG00000188811.14	NHLRC3	39038306	39050109	13
ENSG00000285112	ENSG00000285112.5	SLC52A2	64560	91889	HG2419_PATCH
ENSG00000288180	ENSG00000288180.1		148975	153371	HG2513_PATCH
ENSG00000288438	ENSG00000288438.1		278080	282474	HG2513_PATCH
ENSG00000102837	ENSG00000102837.7	OLFM4	53028813	53052057	13
ENSG00000204919	ENSG00000204919.1	PRR20A	57140918	57143939	13
ENSG00000291834	ENSG00000291834.1	PFDN5	19051	23212	HG2554_PATCH
ENSG00000139734	ENSG00000139734.19	DIAPH3	59665583	60163928	13
ENSG00000291835	ENSG00000291835.1	MYG1	23454	30927	HG2554_PATCH
ENSG00000291836	ENSG00000291836.1	AAAS	31206	48614	HG2554_PATCH
ENSG00000197683	ENSG00000197683.5	KRTAP26-1	30319124	30320315	21
ENSG00000206107	ENSG00000206107.2	KRTAP27-1	30337013	30337694	21
ENSG00000182816	ENSG00000182816.9	KRTAP13-2	30371390	30372271	21
ENSG00000198390	ENSG00000198390.5	KRTAP13-1	30396031	30396822	21
ENSG00000186970	ENSG00000186970.5	KRTAP15-1	30440275	30440869	21
ENSG00000184351	ENSG00000184351.8	KRTAP19-1	30479706	30480367	21
ENSG00000186965	ENSG00000186965.5	KRTAP19-2	30487043	30487436	21
ENSG00000244025	ENSG00000244025.5	KRTAP19-3	30491462	30492013	21
ENSG00000186967	ENSG00000186967.7	KRTAP19-4	30496824	30497165	21
ENSG00000291891	ENSG00000291891.1	PNLIPRP1	1381	20171	HG2576_PATCH
ENSG00000186977	ENSG00000186977.3	KRTAP19-5	30501657	30502141	21
ENSG00000291837	ENSG00000291837.1	SP7	50325	69065	HG2554_PATCH
ENSG00000186925	ENSG00000186925.6	KRTAP19-6	30541535	30541864	21
ENSG00000244362	ENSG00000244362.3	KRTAP19-7	30560875	30561314	21
ENSG00000206106	ENSG00000206106.2	KRTAP22-2	30590105	30590397	21
ENSG00000186924	ENSG00000186924.3	KRTAP22-1	30601087	30601382	21
ENSG00000244624	ENSG00000244624.3	KRTAP20-1	30616425	30616699	21
ENSG00000206105	ENSG00000206105.2	KRTAP20-4	30620627	30620850	21
ENSG00000184032	ENSG00000184032.3	KRTAP20-2	30635206	30635619	21
ENSG00000206104	ENSG00000206104.2	KRTAP20-3	30642864	30643136	21
ENSG00000231068	ENSG00000231068.1	KRTAP21-3	30718525	30718777	21
ENSG00000291892	ENSG00000291892.1	SPMIP5	74692	81260	HG2576_PATCH
ENSG00000187026	ENSG00000187026.3	KRTAP21-2	30746794	30747259	21
ENSG00000187005	ENSG00000187005.5	KRTAP21-1	30755015	30755428	21
ENSG00000186980	ENSG00000186980.7	KRTAP23-1	30348399	30348606	21
ENSG00000240432	ENSG00000240432.4	KRTAP13-3	30425380	30425926	21
ENSG00000291804	ENSG00000291804.1	OR4K2	77824	86614	HG2526_HG2573_PATCH
ENSG00000291895	ENSG00000291895.1	PNLIPRP2	31949	56139	HG2576_PATCH
ENSG00000291822	ENSG00000291822.1	OR4K5	123289	124260	HG2526_HG2573_PATCH
ENSG00000291807	ENSG00000291807.1	OR4K1	133599	139439	HG2526_HG2573_PATCH
ENSG00000291812	ENSG00000291812.1	OR4K15	178273	179247	HG2526_HG2573_PATCH
ENSG00000291805	ENSG00000291805.1	OR4K14	216824	221988	HG2526_HG2573_PATCH
ENSG00000291806	ENSG00000291806.1	OR4K13	232080	238719	HG2526_HG2573_PATCH
ENSG00000291772	ENSG00000291772.1	OR4L1	262726	263664	HG2526_HG2573_PATCH
ENSG00000186971	ENSG00000186971.4	KRTAP13-4	30430220	30431026	21
ENSG00000186930	ENSG00000186930.4	KRTAP6-2	30598590	30598902	21
ENSG00000291811	ENSG00000291811.1	OR4K17	313420	324880	HG2526_HG2573_PATCH
ENSG00000291808	ENSG00000291808.1	OR4N5	341501	348152	HG2526_HG2573_PATCH
ENSG00000184724	ENSG00000184724.5	KRTAP6-1	30613431	30613930	21
ENSG00000291810	ENSG00000291810.1	OR11G2	393577	403756	HG2526_HG2573_PATCH
ENSG00000291779	ENSG00000291779.1	OR11H6	426391	427383	HG2526_HG2573_PATCH
ENSG00000291809	ENSG00000291809.1	OR11H4	441967	447030	HG2526_HG2573_PATCH
ENSG00000291781	ENSG00000291781.1	TTC5	459239	508641	HG2526_HG2573_PATCH
ENSG00000291784	ENSG00000291784.1	CCNB1IP1	514049	535993	HG2526_HG2573_PATCH
ENSG00000291803	ENSG00000291803.1	PARP2	546296	560585	HG2526_HG2573_PATCH
ENSG00000291791	ENSG00000291791.1	TEP1	568348	616182	HG2526_HG2573_PATCH
ENSG00000291884	ENSG00000291884.1	ZNF496	63855	98310	HG2571_PATCH
ENSG00000288401	ENSG00000288401.1	CTTN	159692	197872	HG2115_PATCH
ENSG00000160299	ENSG00000160299.19	PCNT	46324124	46445769	21
ENSG00000291908	ENSG00000291908.1	OR52J3	42846	43781	HG2578_PATCH
ENSG00000291909	ENSG00000291909.1	OR52E2	54970	55947	HG2578_PATCH
ENSG00000292245	ENSG00000292245.1	OR52E1	65892	66818	HG2578_PATCH
ENSG00000291793	ENSG00000291793.1	KLHL33	628533	638847	HG2526_HG2573_PATCH
ENSG00000291888	ENSG00000291888.2	VN1R5	22415	23653	HG2571_PATCH
ENSG00000291794	ENSG00000291794.1	OSGEP	649082	657770	HG2526_HG2573_PATCH
ENSG00000291796	ENSG00000291796.1	APEX1	657872	660453	HG2526_HG2573_PATCH
ENSG00000291802	ENSG00000291802.1	PIP4P1	660362	664146	HG2526_HG2573_PATCH
ENSG00000291814	ENSG00000291814.1	PNP	664673	679775	HG2526_HG2573_PATCH
ENSG00000291813	ENSG00000291813.1	RNASE10	708218	716565	HG2526_HG2573_PATCH
ENSG00000291821	ENSG00000291821.1	OR4K3	70879	71825	HG2526_HG2573_PATCH
ENSG00000159140	ENSG00000159140.23	SON	33543038	33577481	21
ENSG00000118946	ENSG00000118946.12	PCDH17	57631744	57729311	13
ENSG00000292258	ENSG00000292258.2	OR4Q2	204845	205786	HG2526_HG2573_PATCH
ENSG00000291780	ENSG00000291780.2	OR11H7	431662	433430	HG2526_HG2573_PATCH
ENSG00000291905	ENSG00000291905.1	FCER1A	41540	60050	HG2577_PATCH
ENSG00000288198	ENSG00000288198.2	PPFIA1	26511	146600	HG2115_PATCH
ENSG00000291917	ENSG00000291917.1	GPRC5C	1299	28101	HG2580_PATCH
ENSG00000291903	ENSG00000291903.1	OR10J1	189672	194905	HG2577_PATCH
ENSG00000291901	ENSG00000291901.1	OR10J3	65496	66485	HG2577_PATCH
ENSG00000292247	ENSG00000292247.1	OR10J4	184030	184965	HG2577_PATCH
ENSG00000291918	ENSG00000291918.1	CD300A	42847	61242	HG2580_PATCH
ENSG00000291919	ENSG00000291919.1	CD300LB	97622	107923	HG2580_PATCH
ENSG00000291920	ENSG00000291920.1	CD300C	117521	122563	HG2580_PATCH
ENSG00000291922	ENSG00000291922.1	CD300LD	155813	168731	HG2580_PATCH
ENSG00000136141	ENSG00000136141.15	LRCH1	46553168	46753040	13
ENSG00000291925	ENSG00000291925.2	CD300H	136619	143957	HG2580_PATCH
